Gianluca Scalcione,D C* DM,18
Gonzalo Bettini,D/WB/M R,27
Gustavo Rafasquino,D RC,21
Ignacio Rodríguez,M L,20
Iván Tierno,DM,19
Javier Mendoza,AM LC,26
Joaquín Arzura,DM,26
Joaquín Vignati,DM,18
Jonathan Barijho,ST,19
Jonathan Giménez,AM C,15
Jonathan Mendieta,D/M R,18
Juan Fernando Garro,ST,26
Juan Vieyra,AM R* ST,27
Kevin Denis,DM,19
Lautaro Calderón,AM RC,20
Leandro Figueredo,DM,16
Leandro Grimi,D LC,34
Leandro Romano,AM/F C,22
Lucas Merolla,D C,24
Lucas Valente,D R* DM,21
Marcos Benítez,M L,16
Mariano Bareiro,D C* DM,24
Mariano Ríos,ST,17
Martín Ojeda,AM RL,20
Matías Forlano,AM RL,18
Matías Polvera,ST,17
Mauro Bogado,M RC,34
Maximiliano Zelaya,D C,22
Nicolás Cordero,ST,20
Nicolás Romat,D RLC,31
Norberto Briasco,AM RL* ST,23
Pablo Oro,ST,17
Rafael Ferrario,GK,19
Rodrigo Cabral,ST,18
Rodrigo Gómez,AM RC,26
Santiago Acha,D C,19
Santiago Hezze,DM,17
Santiago Luján,ST,17
Saúl Salcedo,D C,21
Sebastián Meza,GK,20
Sebastián Ramírez,AM C,18
Walter Pérez,D LC* M LC,20
Agustín Quiroga,D C,17
Alan Franco,D C* DM,22
Alan Soñora,AM C,20
Alan Velasco,AM C,16
Alejo Ayoso,AM LC,17
Alexander Barboza,D C,24
Alexis Ortiz,M C,18
Alexis Perea,D R,18
Andrés Roa,AM C,26
Antonio Erburu,ST,19
Braian Romero,AM RL* ST,28
Brian Martínez,AM L,19
Carlos Benavídez,DM,21
Carlos Benítez,D R,19
Cecilio Domínguez,AM RL* ST,24
