name,age,season,mv,potential,transfer_no,apearance,goal,assist,yellow,yellow2,red
tommaso-marino,18,20,315000.0,82.38,2,4,0,1,0,0,0
tommaso-marino,17,19,315000.0,82.38,1,8,0,0,1,0,0
tommaso-masi,18,20,315000.0,82.38,2,2,1,0,1,0,0
tommaso-masi,17,19,315000.0,82.38,1,5,2,0,0,0,0
toni-fruk,18,19,45000.0,82.38,4,10,2,1,0,0,0
vincenzo-furina,17,19,45000.0,82.38,1,2,1,0,0,0,0
vittorio-agostinelli,18,20,45000.0,82.38,3,4,2,1,2,0,0
vittorio-agostinelli,17,19,45000.0,82.38,2,12,1,0,0,0,0
vittorio-agostinelli,16,18,45000.0,82.38,1,26,12,0,3,0,0
abdoulaye-diakhate,28,16,360000.0,82.38,7,33,3,0,7,0,0
abdoulaye-diakhate,27,15,270000.0,82.38,6,24,2,1,4,0,1
abdoulaye-diakhate,26,14,180000.0,82.38,5,31,2,1,7,0,0
abdoulaye-diakhate,21,9,360000.0,82.38,2,23,0,0,7,0,0
abdoulaye-diakhate,20,8,360000.0,82.38,1,32,3,0,8,0,0
adama-soumaoro,28,20,7200000.0,82.38,5,4,0,1,1,0,0
adama-soumaoro,21,13,180000.0,82.38,4,7,0,0,0,0,1
adama-soumaoro,19,11,180000.0,82.38,3,0,0,0,0,0,0
albi-hanxhari,17,20,180000.0,82.38,2,2,0,0,0,0,0
albi-hanxhari,16,19,180000.0,82.38,1,16,1,0,5,0,0
alessio-erroi,16,19,180000.0,82.38,1,0,0,0,0,0,0
alessio-izzo,18,20,180000.0,82.38,3,3,0,0,0,0,0
alessio-izzo,17,19,180000.0,82.38,2,6,0,0,2,0,0
alessio-izzo,16,18,180000.0,82.38,1,5,0,0,0,0,0
andrea-cambiaso,20,20,146500.0,82.38,4,1,0,0,0,0,0
andrea-cambiaso,19,19,90000.0,82.38,3,19,0,5,4,0,0
andrea-cambiaso,18,18,68000.0,82.38,2,36,2,6,7,0,0
andrea-cambiaso,17,17,68000.0,82.38,1,24,0,0,1,0,0
andrea-favilli,23,20,3600000.0,82.38,7,4,2,0,1,0,0
andrea-favilli,22,19,5400000.0,82.38,6,22,1,0,4,0,0
andrea-favilli,21,18,3600000.0,82.38,5,8,2,1,0,0,0
andrea-favilli,20,17,1800000.0,82.38,4,14,8,1,2,0,0
andrea-favilli,19,16,270000.0,82.38,3,30,8,2,9,0,0
andrea-favilli,18,15,45000.0,82.38,2,34,20,8,7,1,1
andrea-favilli,17,14,270000.0,82.38,1,28,9,0,4,0,1
andrea-masiello,34,20,900000.0,82.38,8,3,0,0,2,0,0
andrea-masiello,25,11,2700000.0,82.38,7,18,1,1,5,0,0
andrea-masiello,22,8,45000.0,82.38,6,42,0,3,5,0,1
andrea-masiello,21,7,45000.0,82.38,5,24,1,0,4,0,0
andrea-masiello,20,6,45000.0,82.38,4,15,0,0,1,0,0
andrea-masiello,19,5,45000.0,82.38,3,42,1,0,7,1,0
andrea-masiello,17,3,45000.0,82.38,2,0,0,0,0,0,0
andrea-masiello,16,2,45000.0,82.38,1,2,0,0,1,0,0
andrea-nesci,17,20,45000.0,82.38,2,2,0,0,0,0,0
andrea-nesci,16,19,45000.0,82.38,1,15,1,0,2,0,0
andrea-pinamonti,21,20,12150000.0,82.38,7,3,0,0,0,0,0
andrea-pinamonti,20,19,9000000.0,82.38,6,34,7,3,1,0,0
andrea-pinamonti,19,18,1800000.0,82.38,5,27,5,3,2,0,0
andrea-pinamonti,18,17,450000.0,82.38,4,11,7,3,0,0,0
andrea-pinamonti,16,15,450000.0,82.38,3,33,17,0,1,0,1
andrea-pinamonti,15,14,450000.0,82.38,2,4,0,0,1,0,0
antonio-barreca,25,20,2700000.0,82.38,7,1,0,0,0,0,0
antonio-barreca,24,19,6300000.0,82.38,6,19,0,1,0,0,0
antonio-barreca,23,18,3150000.0,82.38,5,11,0,2,2,0,0
antonio-barreca,21,16,900000.0,82.38,4,30,0,2,2,1,0
antonio-barreca,20,15,900000.0,82.38,3,17,0,3,1,0,0
antonio-barreca,19,14,158000.0,82.38,2,39,1,8,8,1,0
antonio-barreca,17,12,158000.0,82.38,1,20,1,0,1,1,0
antonio-sanabria,24,20,5850000.0,82.38,8,7,1,0,1,0,0
antonio-sanabria,23,19,6300000.0,82.38,7,24,6,3,3,0,0
antonio-sanabria,20,16,6750000.0,82.38,6,24,4,2,2,0,0
antonio-sanabria,19,15,3150000.0,82.38,5,30,11,1,5,0,0
antonio-sanabria,18,14,2295000.0,82.38,4,15,7,0,1,0,0
antonio-sanabria,17,13,540000.0,82.38,3,15,7,0,0,0,0
bilel-sahli,17,20,540000.0,82.38,2,1,0,0,0,0,0
bilel-sahli,16,19,540000.0,82.38,1,14,4,0,0,0,0
cristian-romero,22,20,12600000.0,82.38,5,12,0,4,4,0,0
cristian-romero,21,19,13500000.0,82.38,4,66,2,4,28,2,0
cristian-romero,20,18,675000.0,82.38,3,58,4,2,20,2,2
cristian-romero,18,16,135000.0,82.38,2,30,0,0,10,0,0
cristian-romero,17,15,675000.0,82.38,1,6,0,0,0,0,0
cristian-zapata,33,19,1800000.0,82.38,6,22,1,0,4,0,0
cristian-zapata,27,13,5400000.0,82.38,5,29,2,2,4,0,0
cristian-zapata,26,12,3600000.0,82.38,4,29,0,2,4,1,0
cristian-zapata,25,11,8100000.0,82.38,3,36,0,1,7,0,0
cristian-zapata,19,5,8100000.0,82.38,2,30,1,0,4,1,0
daniel-fossati,17,20,8100000.0,82.38,1,2,0,0,1,0,0
daniele-bolcano,16,20,8100000.0,82.38,2,2,0,0,1,0,0
daniele-bolcano,15,19,8100000.0,82.38,1,16,2,0,1,0,0
davide-biraschi,22,16,360000.0,82.38,4,10,0,0,3,0,0
davide-biraschi,21,15,203000.0,82.38,3,34,0,1,7,1,0
davide-biraschi,19,13,45000.0,82.38,2,20,0,0,3,0,0
davide-biraschi,17,11,203000.0,82.38,1,21,1,0,1,0,2
davide-incerti,17,19,203000.0,82.38,1,12,1,0,2,0,0
davide-ghigliotti,17,20,203000.0,82.38,2,2,0,0,1,0,0
davide-ghigliotti,16,19,203000.0,82.38,1,17,2,0,2,0,0
dimitrije-anti%C4%87,17,20,203000.0,82.38,2,1,0,0,0,0,0
dimitrije-anti%C4%87,16,19,203000.0,82.38,1,11,3,0,0,0,0
domenico-criscito,31,18,3600000.0,82.38,7,36,2,4,12,0,1
domenico-criscito,24,11,11250000.0,82.38,6,8,0,0,3,0,0
domenico-criscito,21,8,4050000.0,82.38,5,37,3,3,8,0,0
domenico-criscito,20,7,900000.0,82.38,4,25,0,0,8,0,0
domenico-criscito,19,6,900000.0,82.38,3,39,4,0,9,0,0
domenico-criscito,17,4,900000.0,82.38,2,1,0,0,0,0,0
domenico-criscito,15,2,900000.0,82.38,1,1,0,0,0,0,0
edoardo-goldaniga,26,19,1800000.0,82.38,8,14,1,0,4,0,0
edoardo-goldaniga,25,18,2700000.0,82.38,7,30,1,1,6,0,0
edoardo-goldaniga,24,17,1350000.0,82.38,6,14,1,0,3,2,0
edoardo-goldaniga,22,15,720000.0,82.38,5,17,2,0,5,0,0
edoardo-goldaniga,21,14,225000.0,82.38,4,38,4,0,11,0,1
edoardo-goldaniga,20,13,68000.0,82.38,3,34,2,0,9,0,0
edoardo-goldaniga,19,12,68000.0,82.38,2,22,6,0,7,0,0
federico-paoloni,17,20,45000.0,82.38,3,1,1,0,0,0,0
federico-paoloni,16,19,45000.0,82.38,2,13,0,0,0,0,0
filip-jagiello,23,20,1260000.0,82.38,3,2,0,0,0,0,0
filip-jagiello,22,19,900000.0,82.38,2,12,0,3,0,0,0
filip-jagiello,16,13,675000.0,82.38,1,5,0,0,0,0,0
flavio-bianchi,20,20,180000.0,82.38,4,4,1,0,0,0,0
flavio-bianchi,18,18,180000.0,82.38,3,40,16,3,4,0,0
flavio-bianchi,17,17,180000.0,82.38,2,36,8,3,2,0,0
flavio-bianchi,15,15,180000.0,82.38,1,11,6,0,0,0,0
francesco-broso,17,20,180000.0,82.38,1,1,1,0,0,0,0
francesco-cassata,23,20,2250000.0,82.38,7,1,0,0,0,0,0
francesco-cassata,22,19,3150000.0,82.38,6,26,2,1,9,1,1
francesco-cassata,21,18,3150000.0,82.38,5,19,2,2,9,0,1
francesco-cassata,20,17,900000.0,82.38,4,12,1,0,5,0,1
francesco-cassata,19,16,135000.0,82.38,3,36,1,5,18,0,0
francesco-cassata,18,15,68000.0,82.38,2,39,5,5,15,1,1
francesco-cassata,17,14,135000.0,82.38,1,25,6,0,7,0,1
francesco-rancati,18,20,135000.0,82.38,3,1,0,0,0,0,0
francesco-rancati,17,19,135000.0,82.38,2,10,4,0,0,0,0
francesco-rancati,16,18,135000.0,82.38,1,20,3,0,0,0,0
giacomo-cavalli,18,20,135000.0,82.38,3,2,0,0,0,1,0
giacomo-cavalli,17,19,135000.0,82.38,2,12,1,1,2,0,0
giacomo-cavalli,16,18,135000.0,82.38,1,8,0,0,0,0,0
giacomo-gasco,19,20,45000.0,82.38,3,3,0,0,1,0,0
giacomo-gasco,17,18,45000.0,82.38,2,24,0,0,5,0,0
giacomo-gasco,16,17,45000.0,82.38,1,27,1,0,5,0,0
giacomo-piu,17,19,45000.0,82.38,2,5,1,0,0,0,0
giacomo-piu,16,18,45000.0,82.38,1,1,0,0,0,0,0
giordano-conti,18,20,45000.0,82.38,3,3,0,0,0,0,0
giordano-conti,17,19,45000.0,82.38,2,18,5,1,4,0,0
giordano-conti,16,18,45000.0,82.38,1,26,5,0,4,0,0
giuseppe-agostinone,32,20,120333.3333,82.38,12,5,0,0,0,0,0
giuseppe-agostinone,30,18,135000.0,82.38,11,26,0,1,2,0,1
giuseppe-agostinone,29,17,101500.0,82.38,10,34,1,1,3,0,0
giuseppe-agostinone,28,16,90000.0,82.38,9,31,0,4,3,0,0
giuseppe-agostinone,22,10,45000.0,82.38,6,14,1,0,1,0,0
giuseppe-agostinone,19,7,45000.0,82.38,4,7,1,0,2,0,0
giuseppe-agostinone,18,6,45000.0,82.38,3,4,0,0,0,0,0
giuseppe-agostinone,17,5,45000.0,82.38,2,2,0,0,0,0,0
giuseppe-agostinone,16,4,45000.0,82.38,1,1,0,0,0,0,0
goran-pandev,32,15,1800000.0,82.38,10,16,0,0,0,0,0
goran-pandev,31,14,7650000.0,82.38,9,17,7,2,1,0,0
goran-pandev,29,12,9900000.0,82.38,8,41,7,10,4,0,1
goran-pandev,28,11,11250000.0,82.38,7,42,7,6,2,0,1
goran-pandev,27,10,14400000.0,82.38,6,42,5,9,3,0,0
goran-pandev,21,4,14400000.0,82.38,5,30,4,1,3,0,0
goran-pandev,20,3,14400000.0,82.38,4,21,1,1,4,0,0
goran-pandev,19,2,14400000.0,82.38,3,23,4,0,3,0,1
hossein-zamani,16,19,14400000.0,82.38,2,3,0,0,1,0,0
hossein-zamani,14,17,14400000.0,82.38,1,17,3,0,0,0,0
iago-falque,30,20,7500000.0,82.38,14,2,0,0,0,0,0
iago-falque,27,17,7650000.0,82.38,13,40,14,9,2,0,0
iago-falque,26,16,6750000.0,82.38,12,35,12,6,2,0,0
iago-falque,25,15,7200000.0,82.38,11,27,3,2,1,0,0
iago-falque,24,14,1620000.0,82.38,10,33,13,6,6,0,0
iago-falque,23,13,1800000.0,82.38,9,33,6,4,3,0,0
iago-falque,22,12,1800000.0,82.38,8,35,8,11,3,0,0
iago-falque,21,11,1800000.0,82.38,7,7,0,0,0,0,0
iago-falque,20,10,247500.0,82.38,6,36,11,0,6,0,0
iago-falque,19,9,135000.0,82.38,5,27,8,2,1,0,0
iago-falque,18,8,135000.0,82.38,4,20,13,0,4,0,0
ivan-radovanovic,31,19,2700000.0,82.38,9,22,0,1,4,0,0
ivan-radovanovic,25,13,540000.0,82.38,8,35,1,1,7,0,0
ivan-radovanovic,24,12,810000.0,82.38,7,17,0,0,3,0,0
ivan-radovanovic,23,11,720000.0,82.38,6,30,2,0,6,1,0
ivan-radovanovic,22,10,450000.0,82.38,5,16,1,0,5,0,0
ivan-radovanovic,21,9,630000.0,82.38,4,13,0,0,1,1,0
ivan-radovanovic,20,8,720000.0,82.38,3,23,0,1,2,0,0
ivan-radovanovic,20,7,270000.0,82.38,2,24,1,1,5,0,0
ivan-radovanovic,19,7,180000.0,82.38,1,24,1,1,5,0,0
jacopo-colombo,17,19,180000.0,82.38,1,2,0,0,0,0,0
jacopo-turchet,18,20,180000.0,82.38,3,4,0,0,1,0,0
jacopo-turchet,17,19,180000.0,82.38,2,10,0,0,1,0,0
jacopo-turchet,16,18,180000.0,82.38,1,23,1,0,2,0,0
kacper-zielski,18,20,180000.0,82.38,2,2,0,0,0,0,0
kacper-zielski,17,19,180000.0,82.38,1,10,1,1,0,0,0
krisildi-mata,16,19,180000.0,82.38,2,0,0,0,0,0,0
lasse-schone,33,19,2700000.0,82.38,8,35,3,3,5,0,0
lasse-schone,26,12,2250000.0,82.38,7,44,7,11,4,0,0
lasse-schone,22,8,1080000.0,82.38,6,45,11,6,1,0,0
lasse-schone,20,6,1080000.0,82.38,5,36,4,0,0,0,0
laurens-serpe,18,19,1080000.0,82.38,2,15,2,0,2,0,0
laurens-serpe,17,18,1080000.0,82.38,1,2,0,0,0,0,0
leonardo-raggio,19,20,135000.0,82.38,2,0,0,0,0,0,0
leonardo-raggio,17,18,135000.0,82.38,1,16,0,0,2,0,0
leonardo-zanetti,17,20,135000.0,82.38,2,0,0,0,0,0,0
leonardo-zanetti,16,19,135000.0,82.38,1,9,0,0,3,0,0
lorenzo-gandolfo,18,20,135000.0,82.38,4,0,0,0,0,0,0
lorenzo-gandolfo,17,19,135000.0,82.38,3,0,0,0,0,0,0
luca-dellepiane,18,20,135000.0,82.38,2,2,0,0,0,0,0
luca-dellepiane,17,19,135000.0,82.38,1,15,0,0,1,0,0
luca-moro,19,20,225000.0,82.38,2,6,2,0,0,0,0
luca-moro,18,19,225000.0,82.38,1,22,10,2,2,0,0
luis-mukaj,18,20,225000.0,82.38,3,2,0,0,1,0,0
luis-mukaj,17,19,225000.0,82.38,2,12,2,0,3,1,0
luis-mukaj,16,18,225000.0,82.38,1,14,0,0,3,0,0
lukas-lerager,26,19,5400000.0,82.38,5,22,1,1,5,0,0
lukas-lerager,24,17,2250000.0,82.38,4,40,3,2,8,0,0
lukas-lerager,23,16,360000.0,82.38,3,44,6,3,7,0,0
lukas-lerager,20,13,180000.0,82.38,2,19,0,2,4,0,0
lukas-lerager,18,11,360000.0,82.38,1,18,2,0,4,0,0
marco-chiricallo,18,20,360000.0,82.38,3,0,0,0,0,0,0
marco-chiricallo,17,19,360000.0,82.38,2,9,0,1,1,0,1
marco-chiricallo,17,18,360000.0,82.38,1,1,0,0,1,0,0
marko-pajac,27,20,990000.0,82.38,12,0,0,0,0,0,0
marko-pajac,26,19,1080000.0,82.38,11,12,0,1,1,0,0
marko-pajac,25,18,540000.0,82.38,10,14,2,1,5,0,0
marko-pajac,24,17,315000.0,82.38,9,39,0,7,2,0,1
marko-pajac,23,16,360000.0,82.38,8,17,1,1,1,0,0
marko-pajac,22,15,90000.0,82.38,7,21,4,0,6,1,0
marko-pajac,21,14,135000.0,82.38,6,7,1,2,1,0,2
marko-pajac,20,13,135000.0,82.38,5,13,0,3,3,0,0
marko-pajac,19,12,135000.0,82.38,4,24,5,0,2,1,0
marko-pajac,18,11,135000.0,82.38,3,11,0,0,0,0,1
matteo-piccardo,20,20,135000.0,82.38,3,8,0,0,0,0,0
matteo-piccardo,17,17,135000.0,82.38,2,60,4,0,2,0,0
matteo-piccardo,16,16,135000.0,82.38,1,50,0,0,2,0,0
mattia-destro,29,20,1980000.0,82.38,7,4,1,0,1,0,0
mattia-destro,24,15,13800000.0,82.38,6,27,8,2,9,0,0
mattia-destro,22,13,10350000.0,82.38,5,24,15,2,5,0,0
mattia-destro,21,12,9000000.0,82.38,4,26,11,3,5,1,0
mattia-destro,20,11,1800000.0,82.38,3,32,13,4,5,0,0
mattia-destro,20,10,900000.0,82.38,2,18,3,1,4,0,0
mattia-destro,19,10,900000.0,82.38,1,18,3,1,4,0,0
mattia-morandi,21,10,135000.0,82.38,4,15,2,0,2,0,1
mattia-morandi,20,9,135000.0,82.38,3,9,0,0,3,0,0
mattia-zennaro,19,19,1350000.0,82.38,2,21,2,1,4,1,0
mattia-zennaro,17,17,1350000.0,82.38,1,25,4,1,2,0,0
michele-besaggio,17,19,1350000.0,82.38,2,23,2,1,5,0,1
michele-besaggio,16,18,1350000.0,82.38,1,26,5,0,3,0,0
nicholas-rizzo,20,20,90000.0,82.38,4,9,1,0,1,0,0
nicholas-rizzo,19,19,135000.0,82.38,3,6,0,0,0,0,0
nicholas-rizzo,17,17,135000.0,82.38,2,9,0,0,0,0,0
nicholas-rizzo,16,16,135000.0,82.38,1,23,0,0,4,0,0
nicolo-rovella,18,20,720000.0,82.38,2,4,0,0,1,0,0
nicolo-rovella,16,18,135000.0,82.38,1,31,3,3,8,1,0
oliver-verona-gronberg,17,18,135000.0,82.38,2,16,0,1,1,0,0
oliver-verona-gronberg,16,17,135000.0,82.38,1,24,0,0,0,0,0
paolo-ghiglione,22,19,900000.0,82.38,7,27,1,5,4,0,0
paolo-ghiglione,21,18,1170000.0,82.38,6,10,1,0,5,0,0
paolo-ghiglione,20,17,270000.0,82.38,5,30,1,6,5,0,1
paolo-ghiglione,19,16,135000.0,82.38,4,8,0,0,1,0,0
paolo-ghiglione,17,14,135000.0,82.38,3,27,5,0,4,0,0
patrizio-masini,19,20,68000.0,82.38,3,6,0,0,0,0,0
patrizio-masini,17,18,68000.0,82.38,2,33,0,0,3,0,0
patrizio-masini,16,17,68000.0,82.38,1,29,3,0,4,0,0
peter-ankersen,30,20,900000.0,82.38,10,7,1,1,1,0,0
peter-ankersen,29,19,2700000.0,82.38,9,19,0,1,2,0,0
peter-ankersen,26,16,1130000.0,82.38,8,49,5,13,5,0,0
peter-ankersen,25,15,1130000.0,82.38,7,37,0,5,1,0,0
peter-ankersen,24,14,1800000.0,82.38,6,33,1,6,3,0,1
peter-ankersen,22,12,247500.0,82.38,5,50,4,6,9,0,0
peter-ankersen,21,11,225000.0,82.38,4,15,3,0,3,0,0
peter-ankersen,20,10,45000.0,82.38,3,28,1,3,5,0,0
peter-ankersen,19,9,45000.0,82.38,2,1,0,0,0,0,0
roberto-maglione,18,20,45000.0,82.38,4,1,0,0,0,0,0
roberto-maglione,17,19,45000.0,82.38,3,10,0,1,1,0,0
roberto-maglione,16,18,45000.0,82.38,2,22,4,0,1,0,0
roberto-maglione,15,17,45000.0,82.38,1,0,0,0,0,0,0
ruben-zanoli,17,19,360000.0,82.38,1,8,2,0,3,1,0
salvatore-buonavoglia,18,19,45000.0,82.38,3,13,3,0,0,0,0
salvatore-buonavoglia,17,18,45000.0,82.38,2,7,0,0,0,0,0
salvatore-buonavoglia,16,17,45000.0,82.38,1,36,16,0,2,0,1
samuele-pascali,18,20,45000.0,82.38,4,1,0,0,0,0,0
samuele-pascali,17,19,45000.0,82.38,3,5,0,0,2,0,0
samuele-pascali,16,18,45000.0,82.38,2,8,0,0,0,0,1
samuele-piccardo,17,20,45000.0,82.38,2,1,0,0,0,0,0
samuele-piccardo,16,19,45000.0,82.38,1,15,1,0,0,0,0
samuele-ruggeri,19,20,68000.0,82.38,4,3,0,0,0,0,0
samuele-ruggeri,18,19,68000.0,82.38,3,12,0,0,1,0,0
samuele-ruggeri,17,18,68000.0,82.38,2,23,0,0,4,0,0
samuele-ruggeri,16,17,68000.0,82.38,1,16,0,0,0,0,0
sebastian-eriksson,31,20,652500.0,82.38,7,1,0,0,0,0,0
sebastian-eriksson,30,19,675000.0,82.38,6,16,2,0,3,0,0
sebastian-eriksson,29,18,810000.0,82.38,5,17,1,0,3,0,0
sebastian-eriksson,26,15,870000.0,82.38,4,34,2,3,7,0,0
sebastian-eriksson,23,12,1080000.0,82.38,3,15,1,0,4,0,0
sebastian-eriksson,22,11,1080000.0,82.38,2,14,2,1,4,0,0
sebastian-eriksson,20,9,675000.0,82.38,1,28,1,1,10,2,0
simone-lipani,18,20,675000.0,82.38,3,0,0,0,0,0,0
simone-lipani,17,19,675000.0,82.38,2,10,0,1,1,0,0
simone-lipani,16,18,675000.0,82.38,1,25,1,0,7,0,0
stefano-agostini,17,19,675000.0,82.38,1,3,0,0,1,0,0
stefano-sturaro,26,19,7650000.0,82.38,7,18,1,4,7,0,0
stefano-sturaro,25,18,6750000.0,82.38,6,8,1,0,2,0,1
stefano-sturaro,22,15,4500000.0,82.38,5,28,2,1,10,0,0
stefano-sturaro,21,14,3150000.0,82.38,4,30,1,1,7,1,0
stefano-sturaro,20,13,225000.0,82.38,3,16,1,2,7,0,0
stefano-sturaro,19,12,225000.0,82.38,2,10,0,1,0,0,0
stefano-sturaro,18,11,225000.0,82.38,1,17,2,0,4,0,0
theo-cenci,17,19,225000.0,82.38,2,12,1,0,1,0,0
rafael-grampola,32,19,225000.0,82.38,12,39,6,0,3,0,0
rafael-grampola,32,18,225000.0,82.38,11,54,3,0,3,0,0
rafael-grampola,31,18,225000.0,82.38,10,54,3,0,3,0,0
rafael-grampola,29,16,45000.0,82.38,8,57,21,3,6,0,0
rafael-grampola,26,13,45000.0,82.38,5,24,0,0,6,0,0
rafael-grampola,23,10,45000.0,82.38,2,3,0,0,0,0,0
rafael-grampola,22,9,45000.0,82.38,1,3,0,0,3,0,0
tommaso-bacherotti,17,20,45000.0,82.38,1,0,0,0,0,0,0
tommaso-castiglione,17,20,45000.0,82.38,2,2,0,0,0,0,0
tommaso-castiglione,16,19,45000.0,82.38,1,16,1,0,3,0,0
valon-behrami,35,20,900000.0,82.38,13,5,0,0,0,0,0
valon-behrami,34,19,900000.0,82.38,12,23,0,0,4,1,0
valon-behrami,32,17,2250000.0,82.38,11,20,1,1,5,0,0
valon-behrami,30,15,3150000.0,82.38,10,22,0,1,3,0,1
valon-behrami,29,14,10800000.0,82.38,9,23,0,0,7,0,1
valon-behrami,27,12,7200000.0,82.38,8,37,0,0,17,0,0
valon-behrami,26,11,7200000.0,82.38,7,33,0,1,10,0,0
valon-behrami,23,8,7200000.0,82.38,6,27,2,2,5,0,0
valon-behrami,20,5,450000.0,82.38,5,28,2,0,7,1,0
valon-behrami,19,4,450000.0,82.38,4,33,3,0,9,0,0
valon-behrami,18,3,450000.0,82.38,3,24,0,0,3,0,0
vasco-da-cunha,20,20,135000.0,82.38,5,1,0,0,1,0,0
vasco-da-cunha,18,18,113000.0,82.38,4,33,1,1,9,1,1
vasco-da-cunha,17,17,135000.0,82.38,3,2,0,0,0,0,0
vasco-da-cunha,16,16,135000.0,82.38,2,28,0,0,3,0,0
yayah-kallon,18,19,45000.0,82.38,1,7,1,3,1,0,0
alessandro-fontanarosa,17,20,135000.0,82.38,3,1,0,0,0,0,0
alessandro-fontanarosa,16,19,135000.0,82.38,2,13,2,0,4,0,0
alessandro-fontanarosa,15,18,135000.0,82.38,1,20,0,0,3,0,1
alessandro-politi,17,20,135000.0,82.38,1,0,0,0,0,0,0
alessandro-silvestro,18,20,135000.0,82.38,2,4,0,1,3,0,0
alexis-sanchez,31,20,14400000.0,82.38,9,12,0,4,0,0,0
alexis-sanchez,30,19,31500000.0,82.38,8,64,8,20,6,2,0
alexis-sanchez,29,18,63000000.0,82.38,7,54,4,8,6,0,0
alexis-sanchez,25,14,27000000.0,82.38,6,104,50,24,12,0,0
alexis-sanchez,22,11,22500000.0,82.38,5,82,28,14,10,0,0
alexis-sanchez,19,8,3060000.0,82.38,4,100,6,6,24,0,2
alexis-sanchez,18,7,45000.0,82.38,3,54,14,8,10,0,0
alexis-sanchez,17,6,45000.0,82.38,2,4,2,0,2,0,0
andrea-benedetti,17,20,45000.0,82.38,2,1,0,0,0,0,0
andrea-magrini,23,20,105000.0,82.38,7,2,0,0,0,0,0
andrea-magrini,22,19,180000.0,82.38,6,0,0,0,0,0,0
andrea-magrini,21,18,113000.0,82.38,5,26,0,2,4,0,0
andrea-magrini,20,17,45000.0,82.38,4,32,1,0,2,0,0
andrea-magrini,19,16,45000.0,82.38,3,26,1,2,0,0,0
andrea-magrini,18,15,45000.0,82.38,2,17,0,0,2,0,0
andrea-magrini,17,14,45000.0,82.38,1,5,0,0,0,0,0
andrea-moretti,29,17,23000.0,82.38,12,16,3,0,0,0,0
andrea-moretti,28,17,23000.0,82.38,11,16,3,0,0,0,0
andrea-moretti,27,16,23000.0,82.38,10,26,22,0,1,0,0
andrea-moretti,27,15,23000.0,82.38,9,24,5,0,2,0,0
andrea-moretti,26,15,23000.0,82.38,8,24,5,0,2,0,0
andrea-moretti,25,14,23000.0,82.38,7,30,9,0,1,0,0
andrea-ranocchia,29,17,4500000.0,82.38,7,13,2,0,4,0,0
andrea-ranocchia,28,16,6750000.0,82.38,6,25,2,2,5,1,0
andrea-ranocchia,23,11,9000000.0,82.38,5,17,1,0,2,0,1
andrea-ranocchia,22,10,9000000.0,82.38,4,43,3,1,5,0,0
andrea-ranocchia,20,8,720000.0,82.38,3,17,1,0,1,0,0
andrea-ranocchia,18,6,720000.0,82.38,2,29,1,0,3,0,0
antonio-candreva,33,20,4500000.0,82.38,10,4,0,1,0,0,0
antonio-candreva,29,16,20700000.0,82.38,9,45,8,11,4,0,0
antonio-candreva,26,13,9000000.0,82.38,8,44,12,10,3,1,0
antonio-candreva,25,12,4950000.0,82.38,7,49,7,13,6,0,1
antonio-candreva,24,11,5400000.0,82.38,6,38,9,6,5,0,0
antonio-candreva,23,10,4837500.0,82.38,5,33,3,1,4,0,0
antonio-candreva,21,8,450000.0,82.38,4,34,2,2,5,0,0
antonio-candreva,20,7,450000.0,82.38,3,12,4,1,1,0,0
antonio-candreva,18,5,450000.0,82.38,2,30,0,0,3,0,0
antonio-sattin,17,19,450000.0,82.38,2,3,0,0,0,0,0
antonio-sattin,16,18,450000.0,82.38,1,1,0,0,0,0,0
borja-valero,35,20,1080000.0,82.38,12,2,0,0,0,0,0
borja-valero,32,17,8100000.0,82.38,11,37,2,0,4,0,0
borja-valero,27,12,10800000.0,82.38,10,41,2,13,4,0,0
borja-valero,26,11,10800000.0,82.38,9,43,6,6,7,0,1
borja-valero,25,10,4500000.0,82.38,8,53,5,12,11,1,0
borja-valero,24,9,2970000.0,82.38,7,40,5,9,12,0,0
borja-valero,23,8,3420000.0,82.38,6,34,0,3,5,0,0
borja-valero,22,7,270000.0,82.38,5,40,4,6,6,0,0
borja-valero,20,5,270000.0,82.38,4,1,0,0,0,0,0
cesare-casadei,17,20,270000.0,82.38,3,3,2,0,0,0,0
cesare-casadei,16,19,270000.0,82.38,2,28,12,0,3,0,0
cesare-casadei,15,18,270000.0,82.38,1,7,1,0,1,0,0
christian-dimarco,18,20,270000.0,82.38,3,3,0,0,0,0,0
christian-dimarco,17,19,270000.0,82.38,2,13,1,2,0,0,0
christian-dimarco,15,17,270000.0,82.38,1,3,0,0,0,0,0
christopher-attys,19,20,90000.0,82.38,3,4,0,0,1,0,0
christopher-attys,18,19,90000.0,82.38,2,14,0,0,2,0,0
christopher-attys,17,18,90000.0,82.38,1,5,0,1,0,0,0
cristiano-biraghi,28,20,8550000.0,82.38,12,7,1,3,1,0,0
cristiano-biraghi,27,19,9000000.0,82.38,11,37,3,7,4,0,0
cristiano-biraghi,26,18,4500000.0,82.38,10,40,1,6,9,0,0
cristiano-biraghi,25,17,2250000.0,82.38,9,35,1,4,7,0,0
cristiano-biraghi,24,16,2250000.0,82.38,8,37,1,4,12,0,0
cristiano-biraghi,23,15,1890000.0,82.38,7,33,0,1,9,1,0
cristiano-biraghi,22,14,2100000.0,82.38,6,19,0,0,3,0,0
cristiano-biraghi,21,13,840000.0,82.38,5,23,0,1,3,0,0
cristiano-biraghi,20,12,270000.0,82.38,4,36,0,4,10,0,0
